taxon_name,eco_group,family_level
Sorbus/Cotoneaster-type,NA,Rosaceae
Sorbus/Cotoneaster-type (Sorbus/Cotoneaster-T),NA,Rosaceae
Sorbus/Rubus t.,TRSH,Rosaceae
Sordaria,NOPO,delete
Sordaria,FUNG,delete
Sordaria (HdV-55A),FUNG,delete
Sordaria sp,FUNG,delete
Sordaria sp.,FUNG,delete
"Sordaria, ascospore",NA,delete
Sordaria-type,FUNG,delete
Sordaria-type,NOPO,delete
Sordariaceae,FUNG,delete
Sordariaceus ascospores,FUNG,delete
Sp,INUN,delete
Sparg-eae,AQUA,delete
Sparga typha,AQUA,delete
Sparganiaceae,AQUA,delete
Sparganiaceae/Typhaceae,AQUA,delete
Sparganium,AQUA,delete
Sparganium T,AQUA,delete
Sparganium angustifolium-type,AQUA,delete
Sparganium emersum,AQUA,delete
Sparganium emersum,HELO,delete
Sparganium emersum (S. emersum),NA,delete
Sparganium emersum type,HELO,delete
Sparganium emersum-type,AQUA,delete
Sparganium emersum-type,HELO,delete
Sparganium erectum,HELO,delete
Sparganium erectum,AQUA,delete
Sparganium erectum type,HELO,delete
Sparganium erectum-type,HELO,delete
Sparganium erectum-type,AQUA,delete
Sparganium minimum,AQUA,delete
Sparganium t.,AQUA,delete
Sparganium-type,AQUA,delete
Sparganium/Typha,AQUA,delete
Sparganium/Typha angustifolia,AQUA,delete
Sparganium/Typha angustifolia-type,AQUA,delete
Spartium,TRSH,Fabaceae
Spergula,HERB,Caryophyllaceae
Spergula arvensis,HERB,Caryophyllaceae
Spergula arvensis type,HERB,Caryophyllaceae
Spergula arvensis-type,HERB,Caryophyllaceae
Spergula type,HERB,Caryophyllaceae
Spergula-type,HERB,Caryophyllaceae
Spergula/Spergularia,HERB,Caryophyllaceae
Spergularia,HERB,Caryophyllaceae
Spergularia-type,HERB,Caryophyllaceae
Spermatophyta,INUN,delete
Sphaerostephanos,VACR,delete
Sphag._angustifolium,AQBR,delete
Sphag._fuscum,AQBR,delete
Sphag._magel-m,AQBR,delete
Sphagnaceae,BRYO,delete
Sphagnales,BRYO,delete
Sphagnum,BRYO,delete
Sphagnum-type,BRYO,delete
Sphagnum: leaves,MACR,delete
Spherical soot particles,NOPO,delete
Spheroidal Carbonaceous Particles,NOPO,delete
Spheroidal carbonaceous particle,NOPO,delete
Spicules,INUN,delete
Spike,NOPO,delete
Spike (counted),NOPO,delete
Spike (grains/tablet),NOPO,delete
Spike (mass),NOPO,delete
Spike tablets (number),NOPO,delete
Spikes/slide,NOPO,delete
Spikes/tablet,NOPO,delete
Spinacia-type,HERB,Amaranthaceae
Spiniferites,DINO,delete
Spiniferites (reworked),DINO,delete
Spiniferites belerius,DINO,delete
Spiniferites bentorii,DINO,delete
Spiniferites cruciferus,DINO,delete
Spiniferites mirabilis,DINO,delete
Spiniferites ramosus,DINO,delete
Spiraea,HERB,Rosaceae
Spiraea-type,NA,Rosaceae
Spiraea-type (Spiraea-T),NA,Rosaceae
Spirea type,HERB,Rosaceae
Spirogyra,CHLO,delete
Spirogyra,ALGA,delete
Spirogyra cf. scrobiculata,ALGA,delete
Spirogyra-type,NA,delete
Spirulina,CHLO,delete
Spongae spicules,NOPO,delete
Spora trilete,VACR,delete
Sporangium,VEMI,delete
Spore monolete,VACR,delete
Spore trilete,VACR,delete
Spores,INUN,delete
Spores,VACR,delete
Spores indefinite,INUN,delete
Spores indeterminata,INUN,delete
Spores monoletes,VACR,delete
Spores monolètes,VACR,delete
Spores trilete,VACR,delete
Spores triletes,VACR,delete
Spores trilètes,VACR,delete
"Spores, monolete",NA,delete
"Spores, trilete",VACR,delete
Spori monoleti,VACR,delete
"Sporomiella, individual spores",NA,delete
Sporomorphs,SPOR,delete
Sporormiella,FUNG,delete
Sporormiella (HdV-113),FUNG,delete
Sporormiella sp.,FUNG,delete
Sporormiella type,FUNG,delete
Sporormiella-type,FUNG,delete
Stachys,HERB,Lamiaceae
Stachys (Galeopsis - Ballota - Gruppe),HERB,Lamiaceae
Stachys sylvatica type,HERB,Lamiaceae
Stachys sylvatica-type,HERB,Lamiaceae
Stachys sylvestris,HERB,Lamiaceae
Stachys type,HERB,Lamiaceae
Stachys-type,HERB,Lamiaceae
Stahhys sylvatica type,HERB,Lamiaceae
Stellaria,HERB,Caryophyllaceae
Stellaria cf. S. graminea,HERB,Caryophyllaceae
Stellaria holostea,HERB,Caryophyllaceae
Stellaria holostea-type,HERB,Caryophyllaceae
Stellaria nemorum,HERB,Caryophyllaceae
Stellaria palustris,AQUA,Caryophyllaceae
Stellaria-type,HERB,Caryophyllaceae
Stellera,TRSH,Thymelaeaceae
Sterculiaceae,HERB,Malvaceae
Sterculiaceae?,NA,Malvaceae
Steris segetalis,HERB,Caryophyllaceae
Stipa,HERB,Poaceae
Stomata,VEMI,NA
Stomata undiff.,VEMI,delete
Str-s_al-s,AQUA,delete
Stratiotes aloides,AQUA,delete
Strobilanthes-type,NA,Acanthaceae
Styracaceae,NA,Styracaceae
Styrax,TRSH,Styracaceae
Styrax officinalis,TRSH,Styracaceae
Suaeda-type,HERB,Amaranthaceae
Subgenus Lycopodium,INUN,delete
Subgenus Sceptridium,VACR,delete
Succisa,HERB,Caprifoliaceae
Succisa pratensis,HERB,Caprifoliaceae
Succisa pratensis-type,HERB,Caprifoliaceae
Sum AP,INUN,delete
Sum algae,NA,delete
Swertia perennis,HERB,Gentianaceae
Swertia sect. Ophelia-type,NA,Gentianaceae
Swertia-type,HERB,Gentianaceae
Swertia-type (Swertia-T),NA,Gentianaceae
Symphytum,HERB,Boraginaceae
Symphytum-type,HERB,Boraginaceae
Symplocaceae,NA,Symplocaceae
Symplocos,PREQ,Symplocaceae
Syringa,TRSH,Oleaceae
Syringia,TRSH,Oleaceae
T-C-C type,TRSH,delete
T. latifolia-t.,AQUA,delete
TAMARIX,TRSH,Tamaricaceae
TAMUS,HERB,Dioscoreaceae
THALICTRUM ALPINUM,HERB,Ranunculaceae
THALICTRUM type,HERB,Ranunculaceae
TILIA,TRSH,Malvaceae
TRIGLOCHIN,HELO,delete
TRILATE-TYPE-SPORE,VACR,delete
TSUGA,TRSH,delete
TYPHA,AQUA,delete
TYPHA LATIFOLIA,AQUA,delete
TYPHA latif.,AQUA,delete
Tablets,NOPO,delete
Tablets (added),NOPO,delete
Tablets: 1,NA,delete
Talictrum,HERB,Ranunculaceae
Tamaricaceae,NA,Tamaricaceae
Tamarix,TRSH,Tamaricaceae
Tamarix spp.,NA,Tamaricaceae
Tamus,HERB,Dioscoreaceae
Taraxacum,HERB,Asteraceae
Taraxacum type,HERB,Asteraceae
Taraxacum-type,HERB,Asteraceae
Taraxacum-type (Tar-T),NA,Asteraceae
Tardigrada (body),INVE,delete
Taxaceae,NA,delete
Taxodiaceae,TRSH,delete
Taxodiaceae/Cupressaceae/Taxaceae,TRSH,delete
Taxodium,TRSH,delete
Taxus,TRSH,delete
Taxus baccata,TRSH,delete
Testate amoebae,NOPO,delete
Tetraedron,CHLO,delete
Tetraedron,ALGA,delete
Tetraedron minimum,CHLO,delete
Tetraedron minimum,ALGA,delete
Tetraploa,FUNG,delete
Tetraploa aristata,CHLO,delete
Teucrium,HERB,Lamiaceae
Teucrium t.,HERB,Lamiaceae
Teucrium-type,HERB,Lamiaceae
Texture (Texture),NA,delete
Thalictrum,HERB,Ranunculaceae
Thalictrum alpinum,HERB,Ranunculaceae
Thalictrum aquilegiifolium,HERB,Ranunculaceae
Thalictrum flavum type,HERB,Ranunculaceae
Thalictrum flavum-type,HERB,Ranunculaceae
Thalictrum spp.,NA,Ranunculaceae
Thalictrum type,HERB,Ranunculaceae
Thalictrum type N,HERB,Ranunculaceae
Thalictrum type R,HERB,Ranunculaceae
Thalictrum undiff.,HERB,Ranunculaceae
Thalictrum-type,HERB,Ranunculaceae
Theaceae,NA,Theaceae
Thecamoeba,RHIZ,delete
Thecaphora,FUNG,delete
Theligonum,HERB,Rubiaceae
Theligonum cynocrambe,HERB,Rubiaceae
Thelypteris,VACR,delete
Thelypteris palustris,VACR,delete
Thelypteris palustris-type,VACR,delete
Thelypteris phegopteris,VACR,delete
Thelypteris-type,VACR,delete
Thelypteris-type (Thelypteris-T),NA,delete
Thesium,HERB,Santalaceae
Thesium humifusum,HERB,Santalaceae
Thesium-type,HERB,Santalaceae
Thymelaea,DWAR,Thymelaeaceae
Thymelaeaceae,TRSH,Thymelaeaceae
Thymelaeaceae,DWAR,Thymelaeaceae
Thymelaeaceae undiff.,DWAR,Thymelaeaceae
Thymeleaceae,TRSH,Thymelaeaceae
Thymus,HERB,Lamiaceae
Thymus drucei,HERB,Lamiaceae
Thymus serpyllum,DWAR,Lamiaceae
Thymus-type,HERB,Lamiaceae
Thymus/Mentha,HERB,Lamiaceae
Thymus/Mentha-type,DWAR,Lamiaceae
Thypha/Sparganium,AQUA,delete
Tiefen,NOPO,delete
Tilia,TRSH,delete
Tilia cordata,TRSH,Malvaceae
Tilia cordata-Typ,TRSH,Malvaceae
Tilia cordata-type,TRSH,Malvaceae
Tilia platyphyllos,TRSH,Malvaceae
Tilia platyphyllos-type,TRSH,Malvaceae
Tilletia,FUNG,delete
Tilletia sphagni,FUNG,delete
Tilletia sphagnii,FUNG,delete
Tillettia,FUNG,delete
Tofieldia,HERB,Tofieldiaceae
Torilis,HERB,Apiaceae
Torilis-type,HERB,Apiaceae
Total accumulation rate (grains/cm²/yr),NOPO,delete
Total concentration,NOPO,delete
Total counts,NA,delete
Total number of lines,NOPO,delete
Total pollen,INUN,delete
Tracheids,INUN,delete
Trachycarpus fortunei,TRSH,Arecaceae
Tragopogon pratensis,HERB,Asteraceae
Trapa,AQUA,delete
Trapa natans,AQUA,delete
Trees and shrubs,INUN,delete
Trema,NA,Cannabaceae
Tribulus,HERB,Zygophyllaceae
Tribulus spp.,NA,Zygophyllaceae
Tribulus terrestris,HERB,Zygophyllaceae
Trichodelitschia,FUNG,delete
Trichomanes speciosum,VACR,delete
Trichophorum caespitosum,AQUA,delete
Tricticum-type cf.,HERB,Poaceae
Trientalis,HERB,Primulaceae
Trientalis europaea,HERB,Primulaceae
Trientalis europea,HERB,Primulaceae
Trif._re-s,HERB,Fabaceae
Trifolium,HERB,Fabaceae
Trifolium alpinum-type,HERB,Fabaceae
Trifolium badium-type,HERB,Fabaceae
Trifolium cfr alpinum,HERB,Fabaceae
Trifolium dubium type,HERB,Fabaceae
Trifolium montanum,HERB,Fabaceae
Trifolium pratense,HERB,Fabaceae
Trifolium pratense type,HERB,Fabaceae
Trifolium pratense-type,HERB,Fabaceae
Trifolium repens,HERB,Fabaceae
Trifolium repens T,HERB,Fabaceae
Trifolium repens type,HERB,Fabaceae
Trifolium repens-type,HERB,Fabaceae
Trifolium spadiceum-type,HERB,Fabaceae
Trifolium t.,HERB,Fabaceae
Trifolium typ,HERB,Fabaceae
Trifolium type,HERB,Fabaceae
Trifolium undiff.,HERB,Fabaceae
Trifolium-type,HERB,Fabaceae
Triglochin,AQUA,delete
Triglochin,HELO,delete
Triglochin maritima,AQUA,delete
Trigocladium opacum (Type HdV-10),FUNG,delete
Trigonella,HERB,Fabaceae
Trilete,VACR,delete
Trilete fern spores,VACR,delete
Trilete fern spores undiff.,VACR,delete
Trilete non-psilate,VACR,delete
Trilete psil.,VACR,delete
Trilete psilate,VACR,delete
Trilete spore,VACR,delete
Trilete spore(s),VACR,delete
Trilete spore(s) undiff.,VACR,delete
"Trilete spore, bacculate",VACR,delete
Trilete spores,VACR,delete
Trilete spores (not psilate),VACR,delete
Trilete spores (psilate),VACR,delete
Trilete spores (scabrate),VACR,delete
Trilete spores (smoothly verrucate),VACR,delete
Trilete spores (verrucate),VACR,delete
Trilete spores undiff.,VACR,delete
Trilete verrucate Sporen,VACR,delete
Triletes lisses,VACR,delete
Triletes non psilate,VACR,delete
Triletes psilate,VACR,delete
Trinia glauca-type,HERB,Apiaceae
Tripterospora,FUNG,delete
Tristellateia,NA,Malpighiaceae
Triticum,HERB,Poaceae
Triticum T,HERB,Poaceae
Triticum type,HERB,Poaceae
Triticum-type,HERB,Poaceae
Triticum/Avena,HERB,Poaceae
Triticum/Avena-type,HERB,Poaceae
Triticum/Hordeum,HERB,Poaceae
Triver,NOPO,delete
Trochodendron,NA,Trochodendraceae
Trollius,HERB,Ranunculaceae
Trollius europaeus,HERB,Ranunculaceae
Trollius-type,HERB,Ranunculaceae
Tropaeolaceae,NA,Tropaeolaceae
Tsuga,TRSH,delete
Tsuga heterophylla,TRSH,delete
Tsugadiversifolia,TRSH,delete
Tsugasieboldii,TRSH,delete
Tuberaria,HERB,Cistaceae
Tubuliflorae,HERB,Asteraceae
Turbellaria,PLAT,delete
Turbellariae,PLAT,delete
Turbellarian,PLAT,delete
Turgenia-type,HERB,Apiaceae
Tussilago farfara,HERB,Asteraceae
Tussilago-type,HERB,Asteraceae
Type 1,FUNG,delete
Type 1066,FUNG,delete
Type 107,INVE,delete
Type 109,NOPO,delete
Type 10A,FUNG,delete
Type 112,FUNG,delete
Type 112A/B,FUNG,delete
Type 113,FUNG,delete
Type 126,FUNG,delete
Type 1282,FUNG,delete
Type 13,NOPO,delete
Type 13,FUNG,delete
Type 140 Valsaria variospora,FUNG,delete
Type 143,FUNG,delete
Type 143: Asc. of Diporotheca,FUNG,delete
Type 150,UNPP,delete
Type 165,BRYO,delete
Type 16C,FUNG,delete
Type 172,FUNG,delete
Type 173,FUNG,delete
Type 179,INVE,delete
Type 18,FUNG,delete
Type 180,NOPO,delete
Type 181,UNPP,delete
Type 2,FUNG,delete
Type 200,FUNG,delete
Type 201,FUNG,delete
Type 207,FUNG,delete
Type 207 Glomus cf. Fasciculatum,FUNG,delete
Type 219,NOPO,delete
Type 225,ALGA,delete
Type 227,NOPO,delete
Type 27,FUNG,delete
Type 28,INVE,delete
Type 30,FUNG,delete
Type 305,FUNG,delete
Type 315 Spirogyra,ALGA,delete
Type 32 A: Assulina muscorum,RHIZ,delete
Type 32A,RHIZ,delete
Type 33,UNPP,delete
Type 351,FUNG,delete
Type 353A/B,PLAT,delete
Type 360,FUNG,delete
Type 366,UNPP,delete
Type 368,FUNG,delete
Type 37,ROTI,delete
Type 3B,FUNG,delete
Type 4,FUNG,delete
Type 44,FUNG,delete
Type 44: Ustulina deusta,FUNG,delete
Type 503,INUN,delete
Type 52,UNPP,delete
Type 55,FUNG,delete
Type 55A,FUNG,delete
Type 55A2,FUNG,delete
Type 572,FUNG,delete
Type 6,FUNG,delete
Type 600,ALGA,delete
Type 65,FUNG,delete
Type 72,MICR,delete
Type 729,FUNG,delete
Type 7A,FUNG,delete
Type 8,FUNG,delete
Type 8 undiff.,INUN,delete
Type 81,NOPO,delete
Type 88,INVE,delete
Type 89 : Tetraploa aristata,FUNG,delete
Type 8B,FUNG,delete
Type 8E,FUNG,delete
Type 8b,FUNG,delete
Type 90,FUNG,delete
Type 901,ALGA,delete
Type 902,INVE,delete
Type 92,FUNG,delete
Type 99,FUNG,delete
Type E,INUN,delete
Type HdV-18,FUNG,delete
Type UG 1066 Delitschia spp.,FUNG,delete
Type x,INUN,delete
Typer 27,FUNG,delete
Typha,AQUA,delete
Typha (Typha),NA,delete
Typha (tetrad),AQUA,delete
Typha angustata,AQUA,delete
Typha angustifolia,AQUA,delete
Typha angustifolia,HELO,delete
Typha angustifolia type,AQUA,delete
Typha angustifolia-type,AQUA,delete
Typha angustifolia/Sparganium,AQUA,delete
Typha angustifolia/Sparganium-type,AQUA,delete
Typha latifolia,HELO,delete
Typha latifolia,AQUA,delete
Typha latifolia T,AQUA,delete
Typha latifolia t.,AQUA,delete
Typha latifolia type,AQUA,delete
Typha latifolia-type,AQUA,delete
Typha minima,HELO,delete
Typha minima,AQUA,delete
Typha sp.,AQUA,delete
Typha-Spargan.,AQUA,delete
Typha-Sparganium,AQUA,delete
Typha-type,AQUA,delete
Typha/Sparagnum,AQUA,delete
Typha/Sparganium,AQUA,delete
Typha/Sparganium type,AQUA,delete
Typha/Sparganium-type,AQUA,delete
Typhaceae,AQUA,delete
ULMUS,TRSH,Ulmaceae
UMBELLIFERAE,HERB,Apiaceae
UNKNOWN,INUN,delete
UNKNOWN-POLLEN,INUN,delete
UNKNOWN-POLLEN/SPORES,INUN,delete
URTICA,HERB,Urticaceae
URTICACEAE,HERB,Urticaceae
URTICACEAE undiff.,HERB,Urticaceae
Ulex,TRSH,Fabaceae
Ulex type,TRSH,Fabaceae
Ulex-type,TRSH,Fabaceae
Ulex/Cytisus-type,TRSH,Fabaceae
Ullotrix/Microspora-type,ALGA,delete
Ulmaceae,TRSH,NA
Ulmaceae (other),NA,NA
Ulmus,TRSH,Ulmaceae
Ulmus / Zelkova,TRSH,Ulmaceae
Ulmus glabra,TRSH,Ulmaceae
Ulmus glabra type,TRSH,Ulmaceae
Ulmus glabra-type,TRSH,Ulmaceae
Ulmus laevis,TRSH,Ulmaceae
Ulmus minor,TRSH,Ulmaceae
Ulmus spp.,NA,Ulmaceae
Ulmus-Zelkova,TRSH,Ulmaceae
Ulmus/Zelkova,TRSH,Ulmaceae
Umbellifera,HERB,Apiaceae
Umbelliferae,HERB,Apiaceae
Umbelliferae  undiff. type,HERB,Apiaceae
Umbelliferae undiff.,HERB,Apiaceae
Umbellifereae,HERB,Apiaceae
Umbilicus,HERB,Crassulaceae
Umbilicus rupestris-type,HERB,Crassulaceae
Unbestimmbare,INUN,delete
Undefined 3-col.,INUN,delete
Undefined 3-col._3-por.,INUN,delete
Undefined_spores.,INUN,delete
Undeterminable,INUN,delete
Unidentified,INUN,delete
Unknown,INUN,delete
Unknown A,INUN,delete
Unknown B,INUN,delete
Unknown C Iridaceae?,INUN,delete
Unknown D,INUN,delete
Unknown Heterocolporate,INUN,delete
Unknown Large reticulate inaperaturate,INUN,delete
Unknown pollen,INUN,delete
Unknown small tricolporate oblate 16.8M,INUN,delete
Unknown spore,INUN,delete
Unknown spore(s),INUN,delete
Unknown triporae reticulate,INUN,delete
Uritca pilulifera,HERB,Urticaceae
Urtic.-Moraceae,HERB,Urticaceae
Urtica,HERB,Urticaceae
Urtica cf. U. dioica,HERB,Urticaceae
Urtica cf. U. pilulifera,HERB,Urticaceae
Urtica cf. pilulifera,HERB,Urticaceae
Urtica dioica,HERB,Urticaceae
Urtica dioica clumps,HERB,Urticaceae
Urtica dioica clumps of two,HERB,Urticaceae
Urtica dioica t.,HERB,Urticaceae
Urtica dioica type,HERB,Urticaceae
Urtica dioica-type,HERB,Urticaceae
Urtica dubia,HERB,Urticaceae
Urtica membranacea,HERB,Urticaceae
Urtica membranacea-type,HERB,Urticaceae
Urtica pilulifera,HERB,Urticaceae
Urtica pilulifera-type,HERB,Urticaceae
Urtica sp (triporate type),HERB,Urticaceae
Urtica spp.,NA,Urticaceae
Urtica undiff.,HERB,Urticaceae
Urtica urens,HERB,Urticaceae
Urtica-type,HERB,Urticaceae
Urtica/Parietaria,HERB,Urticaceae
Urticac.-Moraceae,HERB,Urticaceae
Urticaceae,HERB,Urticaceae
Urticaceae (Urticaceae),NA,Urticaceae
Urticaceae (non-Urtica),NA,Urticaceae
Urticaceae undiff.,HERB,Urticaceae
Urticaceae/Moraceae,INUN,Urticaceae
Urticaceae/Moraceae,HERB,Urticaceae
Urticales,HERB,Urticaceae
Ustulina,FUNG,delete
Ustulina deusta,FUNG,delete
Utricularia,AQUA,delete
Utricularia vulgaris,AQUA,delete
Utricularia-type,HERB,delete
VACCINIUM,TRSH,Ericaceae
VIBURNUM,TRSH,Adoxaceae
VIOLA,HERB,Violaceae
VITIS,TRSH,Vitaceae
Vacci-eae,DWAR,Ericaceae
Vacciniaceae,DWAR,Ericaceae
Vaccinium,TRSH,Ericaceae
Vaccinium,DWAR,Ericaceae
Vaccinium T,TRSH,Ericaceae
Vaccinium myrtillus,TRSH,Ericaceae
Vaccinium myrtillus,DWAR,Ericaceae
Vaccinium myrtillus-type,DWAR,Ericaceae
Vaccinium oxycoccos,DWAR,Ericaceae
Vaccinium type,TRSH,Ericaceae
Vaccinium undiff.,DWAR,Ericaceae
Vaccinium vitis-idaea,TRSH,Ericaceae
Vaccinium-Typ,TRSH,Ericaceae
Vaccinium-type,TRSH,Ericaceae
Vaccinium-type,DWAR,Ericaceae
Vaccinium/Oxycoccus,DWAR,Ericaceae
Vaccinium/Rhododendron,DWAR,Ericaceae
Valeriana,HERB,Caprifoliaceae
Valeriana capitata L.,UPHE,Caprifoliaceae
Valeriana cf.,INUN,Caprifoliaceae
Valeriana cf. capitata,HERB,Caprifoliaceae
Valeriana clarkei/himalayana-type,NA,Caprifoliaceae
Valeriana dioica-type,HERB,Caprifoliaceae
Valeriana montana-type,HERB,Caprifoliaceae
Valeriana officinalis,HERB,Caprifoliaceae
Valeriana officinalis T,HERB,Caprifoliaceae
Valeriana officinalis t.,HERB,Caprifoliaceae
Valeriana officinalis-type,HERB,Caprifoliaceae
Valeriana sambucifolia-type,HERB,Caprifoliaceae
Valeriana saxatilis-type,HERB,Caprifoliaceae
Valeriana tripteris-type,HERB,Caprifoliaceae
Valeriana-type,HERB,Caprifoliaceae
Valerianaceae,HERB,Caprifoliaceae
Valerianaceae/Dipsacaceae,HERB,Caprifoliaceae
Valerianella,HERB,Caprifoliaceae
Valerianella type,HERB,Caprifoliaceae
Valsaria cf. V. variospora (Type HdV-140),FUNG,delete
Valsaria sp.,FUNG,delete
Varia,INUN,delete
Vegetal,NOPO,delete
Veratrum,HERB,Melanthiaceae
Veratrum spp.,NA,Melanthiaceae
Veratrum-type,HERB,Melanthiaceae
Verbascum,HERB,Scrophulariaceae
Verbascum type,HERB,Scrophulariaceae
Verbascum-type,HERB,Scrophulariaceae
Verbascumcf.,INUN,Scrophulariaceae
Verbena,HERB,Verbenaceae
Verbenaceae,HERB,Verbenaceae
Veronica,HERB,Plantaginaceae
Veronica type,HERB,Plantaginaceae
Veronica-type,HERB,Plantaginaceae
Veronica-type (Veronica-T),NA,Plantaginaceae
Veronica/Lamium album-type,HERB,Plantaginaceae
Vib._op-s,TRSH,Adoxaceae
Viburnum,TRSH,Adoxaceae
Viburnum lantana,TRSH,Adoxaceae
Viburnum opulus,TRSH,Adoxaceae
Viburnum opulus T,TRSH,Adoxaceae
Viburnum opulus-type,TRSH,Adoxaceae
Viburnum opulus/tinus,TRSH,Adoxaceae
Viburnum-type,TRSH,Adoxaceae
Viburnum/Euonymus,TRSH,Adoxaceae
Viburnum/Sambucus,TRSH,Adoxaceae
Vicea,HERB,Fabaceae
Vicia,HERB,Fabaceae
Vicia T,HERB,Fabaceae
Vicia cracca,HERB,Fabaceae
Vicia cracca type,HERB,Fabaceae
Vicia cracca-type,HERB,Fabaceae
Vicia faba,HERB,Fabaceae
Vicia faba-type,HERB,Fabaceae
Vicia lathyroides,HERB,Fabaceae
Vicia sativa type,HERB,Fabaceae
Vicia sylvatica-type,HERB,Fabaceae
Vicia tp.,HERB,Fabaceae
Vicia type,HERB,Fabaceae
Vicia-type,HERB,Fabaceae
Vicia/Lathyrus,HERB,Fabaceae
Vicia/Lathyrus-type,HERB,Fabaceae
Viciaceae,HERB,Fabaceae
Vinca,HERB,Apocynaceae
Viola,HERB,Violaceae
Viola arvensis-type,HERB,Violaceae
Viola canina-type,HERB,Violaceae
Viola odorata-type,HERB,Violaceae
Viola palustris,AQUA,Violaceae
Viola palustris-type,AQUA,Violaceae
Viola palustris-type,HERB,Violaceae
Viola tricolor,HERB,Violaceae
Viola tricolor type,HERB,Violaceae
Viola tricolor-type,HERB,Violaceae
Viola-tricolor/V. arvensis,HERB,Violaceae
Violaceae,HERB,Violaceae
Viscum,TRSH,Santalaceae
Viscum,HEMI,Santalaceae
Viscum album,HEMI,Santalaceae
Viscum album,TRSH,Santalaceae
Viscum album-type,HEMI,Santalaceae
Vitaceae,TRSH,Vitaceae
Vitex,TRSH,Lamiaceae
Vitis,TRSH,Vitaceae
Vitis,LIAN,Vitaceae
Vitis vinifera,LIAN,Vitaceae
Vitis vinifera,TRSH,Vitaceae
Volume (cm3),NOPO,delete
Volume [cm,NA,delete
Volume in cm³,NOPO,delete
Volume of residue (ml),NOPO,delete
Volume of sample (cm3),NOPO,delete
Volume of sample (mm3),NOPO,delete
Volume or mass examined,NOPO,delete
Volume prélevé,NOPO,delete
Volume spike added,NOPO,delete
Volumen,NOPO,delete
Volumen [cm³],NOPO,delete
Volvocaceae,ALGA,delete
Votadinium spinosum,DINO,delete
Weigela,TRSH,Caprifoliaceae
Weight,NOPO,delete
Weight (g),NOPO,delete
Weight of tablets,NOPO,delete
Wet weight (g),NOPO,delete
Wild grass group,HERB,delete
Wild grass group clumps of two,HERB,delete
Wood._f-s,VACR,delete
Woodceae._a-a,VACR,delete
Woodsia,VACR,delete
Woodsia ilvensis,VACR,delete
Woodsia/Athyrium crenatum-type,NA,delete
Woodsia/Athyrium-type,NA,delete
Xanthium,HERB,Asteraceae
Xanthium spinosum,HERB,Asteraceae
Xanthium spinosum T,HERB,Asteraceae
Xanthium spinosum-type,HERB,Asteraceae
Xanthium strumarium,HERB,Asteraceae
Xanthium t.,HERB,Asteraceae
Xanthium-type,HERB,Asteraceae
Xanthium-type (Xanthium-T),NA,Asteraceae
Xanthium/Ambrosia,HERB,Asteraceae
Xbroken,INUN,delete
Xcorroded,INUN,delete
Xcrumpled,INUN,delete
Xhidden,INUN,delete
Xilariaceae,FUNG,delete
Xunknown,INUN,delete
ZEA MAIS,HERB,Poaceae
Zannichellia palustris,AQUA,delete
Zanthoxylum,TRSH,Rutaceae
Zea,HERB,Poaceae
Zea mais,HERB,Poaceae
Zea mays,HERB,Poaceae
Zea mays-type,HERB,Poaceae
Zea-type,HERB,Poaceae
Zelkova,TRSH,Ulmaceae
Zelkova-type,TRSH,Ulmaceae
Zelkova/Ulmus,TRSH,Ulmaceae
Zizyphus,TRSH,NA
Zizyphus lotus,TRSH,NA
Zygnema,ALGA,delete
Zygnema,CHLO,delete
Zygnema-type,CHLO,delete
Zygophyllaceae,TRSH,Zygophyllaceae
Zygophyllaceae (other),NA,Zygophyllaceae
Zygophyllum,TRSH,Zygophyllaceae
Zygophyllum spp.,NA,Zygophyllaceae
added Exototic marker,NOPO,delete
broken,INUN,delete
cereal type,HERB,Poaceae
cf Adoxa moschatellina,HERB,Adoxaceae
cf Arceuthobium,TRSH,Santalaceae
cf Citrillus,HERB,Cucurbitaceae
cf Erodium,HERB,Geraniaceae
cf Oenanthe,HERB,Apiaceae
cf Onobrychis,HERB,Fabaceae
cf Plumbago,INUN,Plumbaginaceae
cf juncus,INUN,Juncaceae
cf. Adonis,INUN,Ranunculaceae
cf. Aerva,INUN,Amaranthaceae
cf. Althaenia,INUN,delete
cf. Anagallis-type,INUN,delete
"cf. Anuraeopsis, resting eggs",NA,delete
cf. Arbutus,INUN,Ericaceae
cf. Astragalus alpinus-type,HERB,Fabaceae
cf. Bryales,BRYO,delete
cf. Cannabis,HERB,Cannabaceae
cf. Cannabis sativa,INUN,Cannabaceae
cf. Capparis,INUN,Capparaceae
cf. Cassiope,INUN,Ericaceae
cf. Castanea,INUN,Fagaceae
cf. Casuarina,INUN,Casuarinaceae
cf. Centaurea nigra-type,INUN,Asteraceae
cf. Centaurea scabiosa-type,INUN,Asteraceae
cf. Centaurium,INUN,Gentianaceae
cf. Ceratonia,INUN,Fabaceae
cf. Coprosma,HERB,Rubiaceae
cf. Crassulaceae,HERB,Crassulaceae
cf. Cryptogramma crispa,INUN,delete
cf. Cytisus,INUN,Fabaceae
cf. Daphne,INUN,Thymelaeaceae
cf. Ephedra,INUN,delete
cf. Ephedra fragilis,INUN,delete
cf. Euphorbia,INUN,Euphorbiaceae
cf. Fagus,INUN,Fagaceae
cf. Filipendula,HERB,Rosaceae
cf. Fraxinus,INUN,Oleaceae
